poiID,poiCat,poiLon,poiLat
998,UNK,116.89,40.18
999,UNK,116.89,40.1
1000,UNK,116.87,40.01
1001,UNK,116.87,39.92
1002,UNK,116.89,39.82
1003,UNK,116.9,39.72
1004,UNK,116.33,39.89
1005,UNK,116.33,39.83
1006,UNK,116.32,39.8
1007,UNK,116.31,39.77
1008,UNK,116.07,39.63
1009,UNK,116.11,39.68
1010,UNK,116.12,39.69
1011,UNK,116.17,39.76
1012,UNK,116.23,39.89
1013,UNK,116.4,39.9
1014,UNK,116.29,39.75
1015,UNK,116.59,40.04
1016,UNK,116.6,40.04
1017,UNK,116.82,39.63
1018,UNK,116.8,39.64
1019,UNK,116.79,39.65
1020,UNK,116.76,39.67
1021,UNK,116.74,39.7
1022,UNK,116.71,39.73
1023,UNK,116.68,39.75
1024,UNK,116.65,39.77
1025,UNK,116.62,39.79
1026,UNK,116.6,39.81
1027,UNK,116.59,39.82
1028,UNK,116.56,39.83
1029,UNK,116.53,39.83
1030,UNK,116.17,39.85
1031,UNK,116.17,39.83
1032,UNK,116.17,39.82
1033,UNK,116.19,39.8
1034,UNK,116.18,39.77
1035,UNK,116.13,39.7
1036,UNK,116.61,40.07
1037,UNK,116.61,40.06
1038,UNK,116.48,39.85
1039,UNK,116.46,39.85
1040,UNK,116.49,39.84
1041,UNK,116.58,39.82
1042,UNK,116.62,39.8
1043,UNK,116.68,39.74
1044,UNK,116.72,39.72
1045,UNK,116.75,39.69
1046,UNK,116.81,39.63
1047,UNK,116.21,40.22
1048,UNK,116.21,40.23
1049,UNK,116.21,40.24
1050,UNK,116.21,40.25
1051,UNK,116.21,40.26
1052,UNK,116.21,40.27
1053,UNK,116.2,40.27
1054,UNK,116.19,40.26
1055,UNK,116.2,40.26
1056,UNK,116.45,39.63
1057,UNK,116.23,40.16
1058,UNK,116.17,40.2
1059,UNK,116.15,40.21
1060,UNK,116.13,40.22
1061,UNK,115.94,40.37
1062,UNK,115.95,40.43
1063,UNK,116.11,40.24
1064,UNK,116.14,40.22
1065,UNK,116.16,40.21
1066,UNK,116.24,40.14
1067,UNK,116.33,39.84
1068,UNK,116.32,39.82
1069,UNK,116.32,39.81
1070,UNK,116.31,39.79
1071,UNK,116.31,39.78
1072,UNK,116.32,40.08
1073,UNK,116.33,40.08
1074,UNK,116.34,40.09
1075,UNK,116.35,40.09
1076,UNK,116.36,40.09
1077,UNK,116.36,40.1
1078,UNK,116.37,40.1
1079,UNK,116.24,40.2
1080,UNK,116.25,40.2
1081,UNK,116.26,40.23
1082,UNK,116.26,40.24
1083,UNK,116.27,40.24
1084,UNK,116.28,40.24
1085,UNK,116.28,40.25
1086,UNK,116.23,40.15
1087,UNK,116.19,40.21
1088,UNK,116.2,40.22
1089,UNK,116.22,40.23
1090,UNK,116.23,40.23
1091,UNK,116.24,40.23
1092,UNK,116.25,40.23
1093,UNK,116.27,40.23
1094,UNK,116.29,40.24
1095,UNK,116.29,40.23
1096,UNK,116.3,40.23
1097,UNK,116.31,40.23
1098,UNK,116.31,40.22
1099,UNK,116.32,40.22
1100,UNK,116.33,40.22
1101,UNK,116.34,40.22
1102,UNK,116.35,40.23
1103,UNK,116.36,40.23
1104,UNK,116.37,40.23
1105,UNK,116.39,40.23
1106,UNK,116.4,40.23
1107,UNK,116.41,40.24
1108,UNK,116.43,40.24
1109,UNK,116.44,40.24
1110,UNK,116.45,40.24
1111,UNK,116.46,40.24
1112,UNK,116.47,40.25
1113,UNK,116.48,40.25
1114,UNK,116.49,40.26
1115,UNK,116.5,40.27
1116,UNK,116.51,40.27
1117,UNK,116.52,40.28
1118,UNK,116.52,40.29
1119,UNK,116.53,40.3
1120,UNK,116.53,40.31
1121,UNK,116.54,40.31
1122,UNK,116.54,40.32
1123,UNK,116.55,40.32
1124,UNK,116.56,40.33
1125,UNK,116.57,40.34
1126,UNK,116.58,40.35
1127,UNK,116.59,40.35
1128,UNK,116.6,40.35
1129,UNK,116.61,40.35
1130,UNK,116.62,40.35
1131,UNK,116.63,40.36
1132,UNK,116.64,40.36
1133,UNK,116.65,40.36
1134,UNK,116.65,40.37
1135,UNK,116.66,40.38
1136,UNK,116.67,40.38
1137,UNK,116.68,40.39
1138,UNK,116.68,40.4
1139,UNK,116.69,40.4
1140,UNK,116.69,40.41
1141,UNK,116.68,40.41
1142,UNK,116.67,40.39
1143,UNK,116.64,40.35
1144,UNK,116.64,40.34
1145,UNK,116.64,40.33
1146,UNK,116.65,40.33
1147,UNK,116.65,40.32
1148,UNK,116.64,40.31
1149,UNK,116.63,40.3
1150,UNK,116.62,40.29
1151,UNK,116.61,40.28
1152,UNK,116.62,40.27
1153,UNK,116.62,40.26
1154,UNK,116.63,40.25
1155,UNK,116.63,40.24
1156,UNK,116.64,40.23
1157,UNK,116.64,40.22
1158,UNK,116.64,40.21
1159,UNK,116.64,40.19
1160,UNK,116.64,40.18
1161,UNK,116.64,40.17
1162,UNK,116.64,40.16
1163,UNK,116.64,40.15
1164,UNK,116.64,40.14
1165,UNK,116.64,40.13
1166,UNK,116.64,40.12
1167,UNK,116.64,40.11
1168,UNK,116.64,40.1
1169,UNK,116.65,40.09
1170,UNK,116.65,40.07
1171,UNK,116.65,40.06
1172,UNK,116.66,40.05
1173,UNK,116.66,40.03
1174,UNK,116.67,40.02
1175,UNK,116.68,40.02
1176,UNK,116.68,40.01
1177,UNK,116.68,40.0
1178,UNK,116.68,39.99
1179,UNK,116.68,39.98
1180,UNK,116.67,39.97
1181,UNK,116.66,39.96
1182,UNK,116.65,39.95
1183,UNK,116.62,39.9
1184,UNK,116.61,39.89
1185,UNK,116.6,39.89
1186,UNK,116.59,39.9
1187,UNK,116.58,39.9
1188,UNK,116.22,40.17
1189,UNK,116.41,39.85
1190,UNK,116.47,39.95
1191,UNK,116.41,40.07
1192,UNK,116.36,40.08
1193,UNK,116.38,40.11
1194,UNK,116.4,40.16
1195,UNK,116.42,40.2
1196,UNK,116.44,40.22
1197,UNK,116.45,40.22
1198,UNK,116.45,40.21
1199,UNK,116.46,40.21
1200,UNK,116.47,40.21
1201,UNK,116.43,39.92
1202,UNK,116.44,39.92
1203,UNK,116.44,39.94
1204,UNK,116.4,39.94
1205,UNK,116.37,40.02
1206,UNK,116.36,40.05
1207,UNK,116.49,40.06
1208,UNK,116.5,40.06
1209,UNK,116.51,40.05
1210,UNK,116.52,40.04
1211,UNK,116.54,40.04
1212,UNK,116.55,40.04
1213,UNK,116.61,40.02
1214,UNK,116.62,40.02
1215,UNK,116.63,40.02
1216,UNK,116.64,40.03
1217,UNK,116.65,40.03
1218,UNK,116.67,40.04
1219,UNK,116.68,40.04
1220,UNK,116.7,40.04
1221,UNK,116.72,40.03
1222,UNK,116.73,40.03
1223,UNK,116.75,40.03
1224,UNK,116.76,40.03
1225,UNK,116.78,40.04
1226,UNK,116.79,40.04
1227,UNK,116.81,40.05
1228,UNK,116.82,40.05
1229,UNK,116.84,40.05
1230,UNK,116.85,40.06
1231,UNK,116.87,40.06
1232,UNK,116.89,40.06
1233,UNK,116.91,40.06
1234,UNK,116.92,40.06
1235,UNK,116.94,40.06
1236,UNK,116.96,40.06
1237,UNK,116.97,40.06
1238,UNK,116.99,40.06
1239,UNK,117.01,40.07
1240,UNK,117.02,40.07
1241,UNK,117.04,40.08
1242,UNK,117.05,40.08
1243,UNK,117.07,40.09
1244,UNK,117.09,40.09
1245,UNK,117.1,40.09
1246,UNK,117.12,40.1
1247,UNK,117.13,40.11
1248,UNK,117.14,40.12
1249,UNK,117.14,40.13
1250,UNK,117.15,40.13
1251,UNK,117.16,40.12
1252,UNK,117.16,40.13
1253,UNK,117.16,40.14
1254,UNK,117.17,40.14
1255,UNK,117.18,40.14
1256,UNK,117.19,40.14
1257,UNK,117.2,40.14
1258,UNK,117.2,40.13
1259,UNK,117.19,40.13
1260,UNK,117.18,40.13
1261,UNK,117.17,40.13
1262,UNK,117.12,40.11
1263,UNK,117.11,40.1
1264,UNK,117.08,40.09
1265,UNK,117.0,40.06
1266,UNK,116.98,40.06
1267,UNK,116.95,40.06
1268,UNK,116.93,40.06
1269,UNK,116.9,40.06
1270,UNK,116.71,40.03
1271,UNK,116.64,40.02
1272,UNK,116.56,40.04
1273,UNK,116.53,40.04
1274,UNK,116.47,40.02
1275,UNK,116.49,40.01
1276,UNK,116.5,39.99
1277,UNK,116.5,39.98
1278,UNK,116.5,39.97
1279,UNK,116.5,39.96
1280,UNK,116.5,39.95
1281,UNK,116.5,39.94
1282,UNK,116.5,39.93
1283,UNK,116.5,39.92
1284,UNK,116.48,39.89
1285,UNK,116.48,39.88
1286,UNK,116.48,39.87
1287,UNK,116.49,39.87
1288,UNK,116.5,39.87
1289,UNK,116.51,39.87
1290,UNK,116.53,39.87
1291,UNK,116.54,39.87
1292,UNK,116.56,39.87
1293,UNK,116.57,39.87
1294,UNK,116.58,39.87
1295,UNK,116.6,39.86
1296,UNK,116.62,39.86
1297,UNK,116.64,39.85
1298,UNK,116.66,39.84
1299,UNK,116.67,39.84
1300,UNK,116.68,39.84
1301,UNK,116.7,39.83
1302,UNK,116.72,39.83
1303,UNK,116.74,39.82
1304,UNK,116.76,39.82
1305,UNK,116.79,39.8
1306,UNK,116.81,39.8
1307,UNK,116.83,39.8
1308,UNK,116.85,39.8
1309,UNK,116.87,39.8
1310,UNK,116.89,39.8
1311,UNK,116.91,39.8
1312,UNK,116.93,39.8
1313,UNK,116.95,39.8
1314,UNK,116.98,39.8
1315,UNK,116.99,39.8
1316,UNK,117.01,39.79
1317,UNK,117.02,39.79
1318,UNK,117.04,39.78
1319,UNK,117.06,39.78
1320,UNK,117.09,39.79
1321,UNK,117.11,39.78
1322,UNK,117.13,39.78
1323,UNK,117.15,39.79
1324,UNK,117.17,39.78
1325,UNK,117.19,39.78
1326,UNK,116.39,39.96
1327,UNK,116.38,39.96
1328,UNK,116.13,40.17
1329,UNK,116.13,40.16
1330,UNK,116.13,40.15
1331,UNK,116.15,40.12
1332,UNK,116.15,40.11
1333,UNK,116.15,40.1
1334,UNK,116.15,40.09
1335,UNK,116.15,40.08
1336,UNK,116.41,39.94
1337,UNK,116.44,39.97
1338,UNK,116.45,39.97
1339,UNK,116.48,40.13
1340,UNK,116.49,40.15
1341,UNK,116.51,40.15
1342,UNK,116.53,40.15
1343,UNK,116.54,40.14
1344,UNK,116.55,40.14
1345,UNK,116.54,40.15
1346,UNK,116.55,40.13
1347,UNK,116.55,40.12
1348,UNK,116.55,40.11
1349,UNK,116.54,40.1
1350,UNK,116.56,40.11
1351,UNK,116.44,40.02
1352,UNK,116.42,40.02
1353,UNK,116.39,40.02
1354,UNK,116.38,40.02
1355,UNK,116.36,40.04
1356,UNK,116.36,40.03
1357,UNK,116.38,40.01
1358,UNK,116.43,40.02
1359,UNK,116.5,40.15
1360,UNK,116.52,40.15
1361,UNK,116.55,40.15
1362,UNK,116.46,39.96
1363,UNK,116.48,39.96
1364,UNK,116.5,40.09
1365,UNK,116.51,40.09
1366,UNK,116.52,40.1
1367,UNK,116.52,40.11
1368,UNK,116.52,40.12
1369,UNK,116.52,40.13
1370,UNK,116.52,40.14
1371,UNK,116.53,40.14
1372,UNK,116.56,40.12
1373,UNK,116.51,40.1
1374,UNK,116.47,40.16
1375,UNK,116.45,40.16
1376,UNK,116.43,40.16
1377,UNK,116.42,40.16
1378,UNK,116.4,40.17
1379,UNK,116.4,40.18
1380,UNK,116.44,40.16
1381,UNK,116.46,40.16
1382,UNK,116.47,40.1
1383,UNK,116.26,39.96
1384,UNK,116.24,39.96
1385,UNK,116.23,39.97
1386,UNK,116.24,39.97
1387,UNK,116.25,39.97
1388,UNK,116.26,39.97
1389,UNK,116.3,39.83
1390,UNK,116.32,39.83
1391,UNK,116.35,39.83
1392,UNK,116.36,39.83
1393,UNK,116.38,39.83
1394,UNK,116.42,39.83
1395,UNK,116.43,39.83
1396,UNK,116.44,39.83
1397,UNK,116.45,39.82
1398,UNK,116.45,39.81
1399,UNK,116.44,39.8
1400,UNK,116.45,39.8
1401,UNK,116.45,39.79
1402,UNK,116.44,39.78
1403,UNK,116.45,39.78
1404,UNK,116.46,39.82
1405,UNK,116.47,39.82
1406,UNK,116.47,39.83
1407,UNK,116.47,39.84
1408,UNK,116.48,39.86
1409,UNK,116.39,40.01
1410,UNK,116.25,40.06
1411,UNK,116.11,40.07
1412,UNK,116.11,40.06
1413,UNK,116.12,40.06
1414,UNK,116.12,40.05
1415,UNK,116.11,40.05
1416,UNK,116.1,40.05
1417,UNK,116.13,40.05
1418,UNK,116.14,40.05
1419,UNK,116.15,40.05
1420,UNK,116.16,40.05
1421,UNK,116.17,40.04
1422,UNK,116.18,40.04
1423,UNK,116.19,40.04
1424,UNK,116.2,40.04
1425,UNK,116.21,40.04
1426,UNK,116.22,40.04
1427,UNK,116.23,40.04
1428,UNK,116.24,40.04
1429,UNK,116.53,40.11
1430,UNK,116.54,40.11
1431,UNK,116.52,40.16
1432,UNK,116.52,40.17
1433,UNK,116.53,40.18
1434,UNK,116.53,40.19
1435,UNK,116.53,40.2
1436,UNK,116.52,40.2
1437,UNK,116.5,40.08
1438,UNK,116.57,40.12
1439,UNK,116.58,40.12
1440,UNK,116.58,40.11
1441,UNK,116.58,40.1
1442,UNK,116.4,39.88
1443,UNK,116.52,40.09
1444,UNK,116.53,40.08
1445,UNK,116.54,40.07
1446,UNK,116.55,40.06
1447,UNK,116.53,40.07
1448,UNK,116.52,40.18
1449,UNK,116.27,40.01
1450,UNK,116.5,40.22
1451,UNK,116.52,40.23
1452,UNK,116.54,40.25
1453,UNK,116.56,40.25
1454,UNK,116.58,40.26
1455,UNK,116.6,40.27
1456,UNK,116.64,40.27
1457,UNK,116.66,40.27
1458,UNK,116.68,40.27
1459,UNK,116.7,40.28
1460,UNK,116.73,40.28
1461,UNK,116.74,40.28
1462,UNK,116.75,40.3
1463,UNK,116.77,40.31
1464,UNK,116.79,40.32
1465,UNK,116.81,40.33
1466,UNK,116.82,40.34
1467,UNK,116.83,40.34
1468,UNK,116.84,40.34
1469,UNK,116.84,40.35
1470,UNK,116.85,40.35
1471,UNK,116.85,40.34
1472,UNK,116.86,40.34
1473,UNK,116.81,40.34
1474,UNK,116.79,40.33
1475,UNK,116.77,40.32
1476,UNK,116.76,40.3
1477,UNK,116.75,40.29
1478,UNK,116.71,40.28
1479,UNK,116.69,40.27
1480,UNK,116.67,40.27
1481,UNK,116.56,40.26
1482,UNK,116.53,40.24
1483,UNK,116.51,40.23
1484,UNK,116.49,40.19
1485,UNK,116.53,40.21
1486,UNK,116.53,40.22
1487,UNK,116.53,40.23
1488,UNK,116.57,40.26
1489,UNK,116.59,40.26
1490,UNK,116.61,40.27
1491,UNK,116.63,40.27
1492,UNK,116.65,40.27
1493,UNK,116.8,40.33
1494,UNK,116.86,40.33
1495,UNK,116.75,40.25
1496,UNK,116.78,40.29
1497,UNK,116.77,40.29
1498,UNK,116.75,40.28
1499,UNK,116.72,40.27
1500,UNK,116.85,40.32
1501,UNK,116.85,40.33
1502,UNK,116.88,40.34
1503,UNK,116.83,40.33
1504,UNK,116.72,40.28
1505,UNK,116.52,40.24
1506,UNK,116.54,40.17
1507,UNK,116.51,40.08
1508,UNK,116.49,40.14
1509,UNK,116.49,40.16
1510,UNK,116.5,40.17
1511,UNK,116.49,40.17
1512,UNK,116.47,40.18
1513,UNK,116.46,40.17
1514,UNK,116.45,40.18
1515,UNK,116.45,40.17
1516,UNK,116.46,40.18
1517,UNK,116.47,40.17
1518,UNK,116.51,40.16
1519,UNK,116.76,40.31
1520,UNK,116.78,40.32
1521,UNK,116.55,40.25
1522,UNK,116.59,40.13
1523,UNK,116.62,40.12
1524,UNK,116.28,40.04
1525,UNK,116.11,40.25
1526,UNK,116.42,40.07
1527,UNK,116.43,40.07
1528,UNK,116.43,40.08
1529,UNK,116.47,39.86
1530,UNK,116.49,39.86
1531,UNK,116.24,39.98
1532,UNK,116.1,39.97
1533,UNK,116.1,39.96
1534,UNK,116.11,39.96
1535,UNK,116.12,39.96
1536,UNK,116.21,39.95
1537,UNK,116.21,39.94
1538,UNK,116.35,40.04
1539,UNK,116.33,40.09
1540,UNK,116.37,39.85
1541,UNK,116.17,39.9
1542,UNK,116.42,39.85
1543,UNK,116.42,39.84
1544,UNK,116.43,39.82
1545,UNK,116.44,39.75
1546,UNK,116.44,39.71
1547,UNK,116.45,39.68
1548,UNK,116.46,39.66
1549,UNK,116.47,39.63
1550,UNK,116.42,39.78
1551,UNK,116.41,39.81
1552,UNK,116.28,40.12
1553,UNK,116.41,40.08
1554,UNK,116.41,40.09
1555,UNK,116.41,40.1
1556,UNK,116.41,40.11
1557,UNK,116.4,40.12
1558,UNK,116.4,40.13
1559,UNK,116.4,40.14
1560,UNK,116.41,40.15
1561,UNK,116.4,40.15
1562,UNK,116.39,40.17
1563,UNK,116.38,40.17
1564,UNK,116.37,40.17
1565,UNK,116.36,40.17
1566,UNK,116.35,40.17
1567,UNK,116.34,40.17
1568,UNK,116.33,40.17
1569,UNK,116.32,40.17
1570,UNK,116.32,40.16
1571,UNK,116.31,40.16
1572,UNK,116.3,40.16
1573,UNK,116.3,40.15
1574,UNK,116.29,40.15
1575,UNK,116.28,40.15
1576,UNK,116.27,40.14
1577,UNK,116.49,39.96
1578,UNK,116.24,39.94
1579,UNK,116.47,39.94
1580,UNK,116.43,40.06
1581,UNK,116.42,40.06
1582,UNK,116.47,39.99
1583,UNK,116.51,40.0
1584,UNK,116.54,40.01
1585,UNK,116.43,40.0
1586,UNK,116.52,39.87
1587,UNK,116.55,39.87
1588,UNK,116.54,39.88
1589,UNK,116.54,39.94
1590,UNK,116.53,39.95
1591,UNK,116.52,39.96
1592,UNK,116.52,39.97
1593,UNK,116.51,39.98
1594,UNK,116.26,39.93
1595,UNK,116.25,39.94
1596,UNK,116.26,39.94
1597,UNK,116.18,39.9
1598,UNK,116.85,40.36
1599,UNK,116.87,40.37
1600,UNK,116.88,40.38
1601,UNK,116.89,40.38
1602,UNK,116.89,40.39
1603,UNK,116.9,40.4
1604,UNK,116.92,40.4
1605,UNK,116.93,40.41
1606,UNK,116.94,40.41
1607,UNK,116.95,40.41
1608,UNK,116.96,40.41
1609,UNK,116.97,40.4
1610,UNK,116.98,40.41
1611,UNK,116.99,40.42
1612,UNK,116.99,40.43
1613,UNK,117.0,40.44
1614,UNK,117.01,40.44
1615,UNK,117.01,40.45
1616,UNK,117.01,40.46
1617,UNK,117.02,40.46
1618,UNK,117.03,40.47
1619,UNK,117.03,40.48
1620,UNK,116.99,40.41
1621,UNK,116.97,40.41
1622,UNK,116.93,40.4
1623,UNK,116.91,40.4
1624,UNK,116.9,40.39
1625,UNK,116.86,40.36
1626,UNK,116.59,40.27
1627,UNK,116.33,39.77
1628,UNK,116.33,39.78
1629,UNK,116.32,39.78
1630,UNK,116.41,39.84
1631,UNK,116.28,39.95
1632,UNK,116.21,39.93
1633,UNK,116.21,39.96
1634,UNK,116.21,39.98
1635,UNK,116.38,40.05
1636,UNK,116.37,40.05
1637,UNK,116.35,40.05
1638,UNK,116.34,40.05
1639,UNK,116.38,39.85
1640,UNK,116.29,39.93
1641,UNK,116.28,39.93
1642,UNK,116.43,40.01
1643,UNK,116.49,40.07
1644,UNK,116.88,40.37
1645,UNK,117.0,40.43
1646,UNK,116.49,39.93
1647,UNK,116.46,39.99
1648,UNK,116.47,40.0
1649,UNK,116.34,39.75
1650,UNK,116.34,39.74
1651,UNK,116.37,39.72
1652,UNK,116.49,39.92
1653,UNK,116.28,40.07
1654,UNK,116.28,40.06
1655,UNK,116.27,40.07
1656,UNK,116.26,40.08
1657,UNK,116.25,40.08
1658,UNK,116.25,40.07
1659,UNK,116.21,40.08
1660,UNK,116.21,40.09
1661,UNK,116.21,40.1
1662,UNK,116.2,40.1
1663,UNK,116.2,40.11
1664,UNK,116.19,40.11
1665,UNK,116.19,40.1
1666,UNK,116.18,40.1
1667,UNK,116.18,40.09
1668,UNK,116.17,40.09
1669,UNK,116.18,40.08
1670,UNK,116.12,40.07
1671,UNK,116.1,40.07
1672,UNK,116.1,40.06
1673,UNK,116.16,40.06
1674,UNK,116.26,40.07
1675,UNK,116.45,39.94
1676,UNK,116.17,39.91
1677,UNK,116.16,39.91
1678,UNK,116.21,39.97
1679,UNK,116.22,39.98
1680,UNK,116.35,40.08
1681,UNK,116.37,40.08
1682,UNK,116.19,39.9
1683,UNK,116.37,40.04
1684,UNK,116.39,40.05
1685,UNK,116.36,40.11
1686,UNK,116.3,39.73
1687,UNK,116.29,39.7
1688,UNK,116.28,39.67
1689,UNK,116.22,39.63
1690,UNK,116.19,40.22
1691,UNK,116.17,40.23
1692,UNK,116.16,40.23
1693,UNK,116.14,40.24
1694,UNK,115.95,40.36
1695,UNK,115.94,40.36
1696,UNK,115.93,40.36
1697,UNK,115.91,40.36
1698,UNK,115.9,40.36
1699,UNK,115.89,40.36
1700,UNK,115.87,40.36
1701,UNK,115.86,40.35
1702,UNK,115.84,40.34
1703,UNK,115.83,40.34
1704,UNK,115.81,40.33
1705,UNK,115.8,40.33
1706,UNK,115.79,40.33
1707,UNK,115.78,40.33
1708,UNK,115.77,40.33
1709,UNK,115.77,40.32
1710,UNK,115.76,40.32
1711,UNK,115.75,40.32
1712,UNK,115.74,40.32
1713,UNK,115.82,40.34
1714,UNK,115.83,40.35
1715,UNK,115.82,40.33
1716,UNK,115.85,40.34
1717,UNK,115.87,40.35
1718,UNK,115.88,40.36
1719,UNK,115.92,40.36
1720,UNK,115.99,40.35
1721,UNK,116.01,40.32
1722,UNK,116.0,40.31
1723,UNK,116.01,40.31
1724,UNK,116.01,40.3
1725,UNK,116.02,40.29
1726,UNK,116.02,40.28
1727,UNK,116.04,40.28
1728,UNK,116.05,40.28
1729,UNK,116.06,40.28
1730,UNK,115.98,40.35
1731,UNK,116.03,40.28
1732,UNK,116.16,40.24
1733,UNK,116.42,39.89
1734,UNK,116.22,39.83
1735,UNK,116.25,39.84
1736,UNK,116.42,40.03
1737,UNK,116.15,40.24
1738,UNK,116.14,40.25
1739,UNK,116.06,40.29
1740,UNK,116.03,40.32
1741,UNK,115.73,40.32
1742,UNK,115.72,40.32
1743,UNK,115.71,40.32
1744,UNK,116.01,40.29
1745,UNK,116.18,40.23
1746,UNK,116.48,39.83
1747,UNK,116.54,39.78
1748,UNK,116.55,39.76
1749,UNK,116.56,39.75
1750,UNK,116.59,39.74
1751,UNK,116.6,39.73
1752,UNK,116.61,39.72
1753,UNK,116.62,39.7
1754,UNK,116.69,39.64
1755,UNK,116.69,39.63
1756,UNK,116.64,39.69
1757,UNK,116.63,39.7
1758,UNK,116.58,39.74
1759,UNK,116.53,39.78
1760,UNK,116.23,39.98
1761,UNK,116.83,40.35
1762,UNK,117.02,40.47
1763,UNK,116.38,40.03
1764,UNK,116.44,40.05
1765,UNK,116.47,40.06
1766,UNK,116.26,40.01
1767,UNK,116.4,39.85
1768,UNK,116.52,40.03
1769,UNK,116.53,40.05
1770,UNK,116.54,40.06
1771,UNK,116.56,40.06
1772,UNK,116.57,40.06
1773,UNK,116.27,39.98
1774,UNK,116.22,40.25
1775,UNK,116.22,40.26
1776,UNK,116.23,40.27
1777,UNK,116.24,40.28
1778,UNK,116.24,40.29
1779,UNK,116.23,40.29
1780,UNK,116.22,40.29
1781,UNK,116.22,40.3
1782,UNK,116.21,40.3
1783,UNK,116.2,40.24
1784,UNK,116.19,40.24
1785,UNK,116.18,40.25
1786,UNK,116.16,40.25
1787,UNK,116.15,40.25
1788,UNK,116.0,40.35
1789,UNK,116.52,40.01
1790,UNK,116.23,39.87
1791,UNK,116.07,39.89
1792,UNK,116.62,40.04
1793,UNK,116.74,39.83
1794,UNK,116.73,39.84
1795,UNK,116.27,39.86
1796,UNK,115.95,39.85
1797,UNK,115.96,39.84
1798,UNK,116.0,39.83
1799,UNK,115.99,39.84
1800,UNK,116.03,39.84
1801,UNK,116.06,39.85
1802,UNK,116.08,39.86
1803,UNK,116.09,39.98
1804,UNK,116.05,40.0
1805,UNK,116.56,40.43
1806,UNK,116.56,40.44
1807,UNK,116.55,40.43
1808,UNK,116.54,40.42
1809,UNK,116.54,40.41
1810,UNK,116.55,40.41
1811,UNK,116.55,40.4
1812,UNK,116.56,40.39
1813,UNK,116.55,40.38
1814,UNK,116.55,40.37
1815,UNK,116.55,40.36
1816,UNK,116.56,40.36
1817,UNK,116.57,40.36
1818,UNK,116.58,40.36
1819,UNK,116.59,40.36
1820,UNK,116.61,40.34
1821,UNK,116.62,40.34
1822,UNK,116.62,40.33
1823,UNK,116.62,40.32
1824,UNK,116.62,40.31
1825,UNK,116.62,40.3
1826,UNK,116.6,40.3
1827,UNK,116.6,40.29
1828,UNK,116.59,40.29
1829,UNK,116.58,40.29
1830,UNK,116.58,40.28
1831,UNK,116.57,40.27
1832,UNK,116.55,40.24
1833,UNK,116.55,40.23
1834,UNK,116.55,40.21
1835,UNK,116.55,40.19
1836,UNK,116.56,40.18
1837,UNK,116.55,40.18
1838,UNK,116.55,40.17
1839,UNK,116.55,40.1
1840,UNK,116.55,40.09
1841,UNK,116.55,40.08
1842,UNK,116.55,40.07
1843,UNK,116.43,39.85
1844,UNK,116.45,39.84
1845,UNK,116.39,39.76
1846,UNK,116.39,39.75
1847,UNK,116.53,39.94
1848,UNK,116.51,40.22
1849,UNK,116.59,40.31
1850,UNK,116.58,40.31
1851,UNK,116.57,40.31
1852,UNK,116.56,40.32
1853,UNK,116.56,40.34
1854,UNK,116.57,40.35
1855,UNK,116.56,40.35
1856,UNK,116.55,40.42
1857,UNK,116.58,40.27
1858,UNK,116.52,40.08
1859,UNK,116.01,40.25
1860,UNK,116.02,40.25
1861,UNK,116.63,40.1
1862,UNK,116.01,40.36
1863,UNK,116.02,40.36
1864,UNK,116.08,40.27
1865,UNK,116.25,40.21
1866,UNK,116.26,40.21
1867,UNK,116.27,40.21
1868,UNK,116.28,40.21
1869,UNK,116.27,40.18
1870,UNK,116.27,40.17
1871,UNK,116.27,40.16
1872,UNK,116.29,40.14
1873,UNK,116.29,40.13
1874,UNK,116.29,40.12
1875,UNK,116.3,40.12
1876,UNK,116.31,40.11
1877,UNK,116.31,40.1
1878,UNK,116.17,39.78
1879,UNK,116.12,39.74
1880,UNK,116.11,39.73
1881,UNK,116.07,39.66
1882,UNK,116.49,39.88
1883,UNK,116.37,40.06
1884,UNK,116.54,39.89
1885,UNK,116.54,39.86
1886,UNK,116.54,39.85
1887,UNK,116.53,39.84
1888,UNK,116.52,39.83
1889,UNK,116.51,39.82
1890,UNK,116.48,39.81
1891,UNK,116.47,39.81
1892,UNK,116.46,39.79
1893,UNK,116.44,39.79
1894,UNK,116.43,39.79
1895,UNK,116.41,39.77
1896,UNK,116.41,39.76
1897,UNK,116.38,39.76
1898,UNK,116.37,39.76
1899,UNK,116.37,39.77
1900,UNK,116.36,39.77
1901,UNK,116.35,39.78
1902,UNK,116.3,39.78
1903,UNK,116.4,39.76
1904,UNK,116.42,39.77
1905,UNK,116.46,39.8
1906,UNK,116.49,39.81
1907,UNK,116.29,39.87
1908,UNK,116.26,40.02
1909,UNK,116.19,40.05
1910,UNK,116.18,40.05
1911,UNK,116.18,40.06
1912,UNK,116.48,40.0
1913,UNK,116.33,40.06
1914,UNK,116.34,40.06
1915,UNK,116.19,39.88
1916,UNK,116.17,39.77
1917,UNK,116.1,39.68
1918,UNK,116.07,39.64
1919,UNK,116.26,40.17
1920,UNK,116.28,40.17
1921,UNK,116.3,40.18
1922,UNK,116.36,40.16
1923,UNK,116.38,40.16
1924,UNK,116.63,40.28
1925,UNK,116.64,40.29
1926,UNK,116.64,40.3
1927,UNK,116.65,40.35
1928,UNK,116.66,40.36
1929,UNK,116.67,40.36
